action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,14548919,[],CHEMBL3223233,Inhibition of recombinant HA-tagged K-Ras G12V mutant (unknown origin) assessed as disruption of interaction with GST-tagged Raf-RBD after overnight incubation by HTRF assay,B,P01116,G12V,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)C[C@@H](CCc2ccccc2)NC(=O)[C@@H]2CCCCN2C(=O)C(=O)C(C)(C)COC1=O,,,CHEMBL3217533,Medchemcomm,2013,"{'bei': '4.27', 'le': None, 'lle': None, 'sei': None}",CHEMBL3218643,,CHEMBL3218643,5.70,0,http://www.openphacts.org/units/Nanomolar,2073181,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,2.0
,,14548920,[],CHEMBL3223233,Inhibition of recombinant HA-tagged K-Ras G12V mutant (unknown origin) assessed as disruption of interaction with GST-tagged Raf-RBD after overnight incubation by HTRF assay,B,P01116,G12V,BAO_0000190,BAO_0000019,assay format,C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]([C@H](C)O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)C[C@@H](CCc2ccccc2)NC(=O)[C@@H]2CCCCN2C(=O)C(=O)C(C)(C)COC(=O)[C@H](Cc2ccccc2)NC1=O,,,CHEMBL3217533,Medchemcomm,2013,"{'bei': '4.55', 'le': None, 'lle': None, 'sei': None}",CHEMBL3218644,,CHEMBL3218644,5.64,0,http://www.openphacts.org/units/Nanomolar,2073182,=,1,1,=,,IC50,nM,,2300.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,2.3
,,15256777,[],CHEMBL3430210,Inhibition of KRas (unknown origin) by nucleotide release assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]c2cc(Cl)cc(Cl)c2c1CCN,,,CHEMBL3425399,Bioorg Med Chem Lett,2015,"{'bei': '15.67', 'le': '0.35', 'lle': '0.53', 'sei': '9.11'}",CHEMBL2396992,,CHEMBL2396992,3.81,0,http://www.openphacts.org/units/Nanomolar,2298947,=,1,1,=,,IC50,nM,,155000.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,155.0
,,15604990,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CCn1c(=O)c(-c2cc(NC(=O)NCCC(C)(C)C)c(F)cc2C)cc2cnc(NC)cc21,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '15.26', 'le': '0.29', 'lle': '1.79', 'sei': '7.86'}",CHEMBL3577116,,CHEMBL3577116,6.92,0,http://www.openphacts.org/units/Nanomolar,2479675,=,1,1,=,,IC50,nM,,120.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.12
,,15604991,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CCn1c(=O)c(-c2ccc(F)c(NC(=O)Nc3cc(C(C)(C)C)no3)c2)cc2cnc(NC)cc21,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '14.71', 'le': '0.27', 'lle': '1.85', 'sei': '6.17'}",CHEMBL3577115,,CHEMBL3577115,7.04,0,http://www.openphacts.org/units/Nanomolar,2479674,=,1,1,=,,IC50,nM,,91.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.091
,,15604992,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CNc1cc2c(cn1)cc(-c1ccc(F)c(NC(=O)Nc3cc(C(C)(C)C)no3)c1)c(=O)n2[C@H]1CCOC1,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '13.92', 'le': '0.26', 'lle': '2.10', 'sei': '5.87'}",CHEMBL3577114,,CHEMBL3577114,7.24,0,http://www.openphacts.org/units/Nanomolar,2479673,=,1,1,=,,IC50,nM,,57.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.057
,,15604993,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '10.07', 'le': '0.20', 'lle': '-0.13', 'sei': '4.72'}",CHEMBL2028663,DABRAFENIB,CHEMBL2028663,5.23,0,http://www.openphacts.org/units/Nanomolar,2479672,=,1,1,=,,IC50,nM,,5880.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,5.88
,,15604994,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '9.76', 'le': '0.20', 'lle': '-0.76', 'sei': '5.20'}",CHEMBL1229517,VEMURAFENIB,CHEMBL1229517,4.78,0,http://www.openphacts.org/units/Nanomolar,2479671,=,1,1,=,,IC50,nM,,16600.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,16.6
,,15605093,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '16.07', 'le': '0.30', 'lle': '1.77', 'sei': '7.43'}",CHEMBL3577124,,CHEMBL3577124,6.82,0,http://www.openphacts.org/units/Nanomolar,2479683,=,1,1,=,,IC50,nM,,150.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.15
,,15605094,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)cnc2n1,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '18.99', 'le': '0.35', 'lle': '3.06', 'sei': '8.49'}",CHEMBL3577123,,CHEMBL3577123,7.80,0,http://www.openphacts.org/units/Nanomolar,2479682,=,1,1,=,,IC50,nM,,16.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.016
,,15605095,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CNc1cc2nc(C)c(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)cc2cn1,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '16.34', 'le': '0.30', 'lle': '1.27', 'sei': '8.77'}",CHEMBL3577121,,CHEMBL3577121,6.92,0,http://www.openphacts.org/units/Nanomolar,2479680,=,1,1,=,,IC50,nM,,120.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.12
,,15605096,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CNc1cc2nc(C)c(-c3ccc(F)c(NC(=O)NCCC(C)(C)C)c3)cc2cn1,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '17.92', 'le': '0.33', 'lle': '2.00', 'sei': '9.29'}",CHEMBL3577120,,CHEMBL3577120,7.34,0,http://www.openphacts.org/units/Nanomolar,2479679,=,1,1,=,,IC50,nM,,46.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.046
,,15605097,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CNc1ncc2cc(-c3ccc(F)c(NC(=O)NCCC(C)(C)C)c3)c(C)nc2n1,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '17.83', 'le': '0.33', 'lle': '2.58', 'sei': '7.97'}",CHEMBL3577119,,CHEMBL3577119,7.32,0,http://www.openphacts.org/units/Nanomolar,2479678,=,1,1,=,,IC50,nM,,48.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.048
,,15605098,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CNc1cc2nc(C)c(-c3cc(NC(=O)NCCC(C)(C)C)ccc3C)cc2cn1,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '16.20', 'le': '0.30', 'lle': '1.06', 'sei': '8.32'}",CHEMBL3577118,,CHEMBL3577118,6.57,0,http://www.openphacts.org/units/Nanomolar,2479677,=,1,1,=,,IC50,nM,,270.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.27
,,15605099,[],CHEMBL3578339,Inhibition of KRAS G13D mutant in human HCT116 cells assessed as inhibition of ERK phosphorylation by ELISA,B,P01116,G13D,BAO_0000190,BAO_0000219,cell-based format,CNc1cc2nc(C)c(-c3cc(NC(=O)NC[C@@H](O)C(C)(C)C)c(F)cc3C)cc2cn1,,,CHEMBL3576847,J Med Chem,2015,"{'bei': '15.46', 'le': '0.29', 'lle': '2.18', 'sei': '6.85'}",CHEMBL3577117,,CHEMBL3577117,6.80,0,http://www.openphacts.org/units/Nanomolar,2479676,=,1,1,=,,IC50,nM,,160.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.16
,,18098406,[],CHEMBL4021568,Inhibition of biotinylated wild-type K-Ras (unknown origin) assessed as inhibition of human SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,,,CHEMBL4020739,Bioorg Med Chem Lett,2017,"{'bei': '2.88', 'le': None, 'lle': None, 'sei': None}",CHEMBL4072295,,CHEMBL4072295,7.38,0,http://www.openphacts.org/units/Nanomolar,3001213,=,1,1,=,,IC50,nM,,42.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,nM,UO_0000065,,42.0
,,18098407,[],CHEMBL4021568,Inhibition of biotinylated wild-type K-Ras (unknown origin) assessed as inhibition of human SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(C)=O)CSSC[C@@H](C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,,,CHEMBL4020739,Bioorg Med Chem Lett,2017,"{'bei': '5.22', 'le': None, 'lle': None, 'sei': None}",CHEMBL4100766,,CHEMBL4100766,6.85,0,http://www.openphacts.org/units/Nanomolar,3001214,=,1,1,=,,IC50,nM,,142.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,nM,UO_0000065,,142.0
,,18098408,[],CHEMBL4021568,Inhibition of biotinylated wild-type K-Ras (unknown origin) assessed as inhibition of human SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,,,CHEMBL4020739,Bioorg Med Chem Lett,2017,"{'bei': '2.77', 'le': None, 'lle': None, 'sei': None}",CHEMBL4082777,,CHEMBL4082777,7.09,0,http://www.openphacts.org/units/Nanomolar,3001215,=,1,1,=,,IC50,nM,,82.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,nM,UO_0000065,,82.0
,,18098409,[],CHEMBL4021568,Inhibition of biotinylated wild-type K-Ras (unknown origin) assessed as inhibition of human SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,,,CHEMBL4020739,Bioorg Med Chem Lett,2017,"{'bei': '2.41', 'le': None, 'lle': None, 'sei': None}",CHEMBL4075048,,CHEMBL4075048,6.12,0,http://www.openphacts.org/units/Nanomolar,3001216,=,1,1,=,,IC50,nM,,763.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,nM,UO_0000065,,763.0
,,18098410,[],CHEMBL4021568,Inhibition of biotinylated wild-type K-Ras (unknown origin) assessed as inhibition of human SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,,,CHEMBL4020739,Bioorg Med Chem Lett,2017,,CHEMBL4084139,,CHEMBL4084139,,0,http://www.openphacts.org/units/Nanomolar,3001217,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,nM,UO_0000065,,100000.0
